age,gender,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,Churn 
11,M,Town,No Membership,2017-12-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,30.03,20990.57,618.2,Yes,No,No,Not Applicable,Poor Product Quality,1
61,F,City,Basic Membership,2015-07-21,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,25,313.19,6212.63,694.08,Yes,No,No,Not Applicable,Poor Product Quality,1
15,F,City,No Membership,2015-12-04,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,163.36,16900.97,699.84,No,Yes,No,Not Applicable,Too many ads,1
37,F,Town,Silver Membership,2017-05-27,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,6,211.29,10563.63,710.54,Yes,No,No,Not Applicable,Poor Product Quality,1
23,F,City,Basic Membership,2017-04-06,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,14,232.93,13540.47,632.42,Yes,Yes,No,Not Applicable,Poor Website,1
56,F,Town,Gold Membership,2015-08-16,?,CID7566,Credit/Debit Card Offers,?,Mobile_Data,4,1.23662038606147e+16,2627.46,818.48,Yes,Yes,No,Not Applicable,Products always in Stock,0
20,M,Town,No Membership,2017-12-24,No,xxxxxxxx,Without Offers,?,Mobile_Data,17,33.54,20343.42,1.1588690239954e+16,Yes,No,Yes,No Information Available,No reason specified,1
24,F,City,No Membership,2017-01-26,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,15,185.18,28589.41,526.13,No,Yes,No,Not Applicable,No reason specified,1
49,M,Town,Platinum Membership,2017-04-29,?,CID40063,Credit/Debit Card Offers,Desktop,Mobile_Data,25,385.73,11193.22,786.11,No,Yes,Yes,No Information Available,Reasonable Price,0
57,M,Town,Silver Membership,2017-03-09,Yes,CID48489,Without Offers,Smartphone,Mobile_Data,7,1.99273410906224e+16,39593.59,628.32,Yes,No,No,Not Applicable,No reason specified,1
23,M,Village,Premium Membership,2016-12-23,Yes,CID11966,Credit/Debit Card Offers,Desktop,Mobile_Data,-999,60.64,13140.11,796.56,Yes,No,No,Not Applicable,Quality Customer Care,0
43,M,Town,Platinum Membership,2017-01-15,Yes,CID37951,Credit/Debit Card Offers,Both,Mobile_Data,4,1058.03,12565.41,759.73,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
64,M,Town,Basic Membership,2017-10-24,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,82.06,16916.63,621.67,No,Yes,No,Not Applicable,No reason specified,1
57,M,Town,No Membership,2017-10-25,Yes,CID12530,Credit/Debit Card Offers,?,Mobile_Data,11,161.55,32817.28,715.14,No,Yes,No,Not Applicable,No reason specified,1
45,F,Town,Basic Membership,2017-06-29,?,CID2942,Without Offers,Desktop,Fiber_Optic,15,351.49,39092.88,677.64,Yes,No,No,Not Applicable,Poor Product Quality,1
32,M,Village,No Membership,2017-09-01,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,11,191.35,23758.53,630.11,No,Yes,No,Not Applicable,No reason specified,1
64,F,Town,Basic Membership,2015-08-15,Yes,CID50303,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,129.47,18285.54,605.17,No,Yes,Yes,Solved,Poor Product Quality,1
58,F,City,Premium Membership,2015-10-17,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,16,34.33,21905.59,720.55,No,Yes,No,Not Applicable,Poor Customer Service,1
16,M,City,Basic Membership,2015-11-23,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,22,128.26,7320.31,515.97,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
20,M,City,No Membership,2016-09-27,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,12,293.63,12281.36,650.98,No,Yes,No,Not Applicable,Poor Customer Service,1
26,M,City,Premium Membership,2015-10-30,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,59.81,22514.38,787.06,Yes,No,No,Not Applicable,No reason specified,1
46,F,Town,Silver Membership,2017-06-16,Yes,CID6450,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,34.01,31756.11,727.49,Yes,No,No,Not Applicable,Too many ads,1
57,F,City,Silver Membership,2015-09-06,Yes,CID41690,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,513.47,9535.66,718.22,No,Yes,No,Not Applicable,Poor Customer Service,1
16,F,City,No Membership,2015-12-09,Yes,CID2646,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,42.5,20115.85,549.65,Yes,No,No,Not Applicable,Poor Website,1
54,F,City,No Membership,2015-11-09,Yes,CID22669,Without Offers,Desktop,Mobile_Data,12,782.1,20550.77,631.93,No,Yes,Yes,Unsolved,No reason specified,1
42,F,Town,No Membership,2017-08-27,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15,105.02,47681.37,3.59704628124062e+16,No,Yes,Yes,Solved,Poor Website,1
47,F,Town,Gold Membership,2016-12-07,Yes,CID34023,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,169.58,47508.18,698.78,Yes,No,No,Not Applicable,Poor Website,1
29,F,Village,Platinum Membership,2015-01-05,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,38.9,14890.12,782.81,No,Yes,Yes,Solved,Poor Product Quality,1
18,F,City,Premium Membership,2017-02-21,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3,168.53,12316.11,743.52,No,Yes,No,Not Applicable,Quality Customer Care,0
57,F,City,Gold Membership,2017-11-23,Yes,CID16549,Credit/Debit Card Offers,Smartphone,Mobile_Data,-999,123.26,26810.77,740.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
48,F,Town,Silver Membership,2016-05-28,?,CID41766,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,34.32,9823.63,714.93,No,Yes,No,Not Applicable,Poor Product Quality,1
52,M,Town,Silver Membership,2016-12-10,?,CID35691,Without Offers,Desktop,Mobile_Data,5,294.03,46301.51,2.77598450515017e+16,Yes,Yes,No,Not Applicable,No reason specified,1
26,M,City,Premium Membership,2017-02-21,Yes,CID25835,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6,623.49,19040.78,733.41,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
24,F,Town,No Membership,2015-01-18,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,83.2,1573.01,586.5,Yes,No,Yes,Solved,Too many ads,1
32,F,Town,No Membership,2017-09-19,Yes,CID50646,Gift Vouchers/Coupons,Both,Fiber_Optic,8,534.6,38188.9,676.46,No,Yes,Yes,Solved in Follow-up,No reason specified,1
24,F,Town,No Membership,2015-03-16,Yes,CID19451,Credit/Debit Card Offers,Smartphone,Wi-Fi,4,90.42,18713.35,2670056352264850.0,Yes,No,Yes,Solved in Follow-up,Too many ads,1
55,M,Village,Platinum Membership,2017-06-15,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17,326.86,4383.26,771.74,No,Yes,No,Not Applicable,Poor Customer Service,1
52,M,City,Gold Membership,2016-03-22,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,5,995888260440535.0,31191.23,773.54,Yes,No,No,Not Applicable,Products always in Stock,0
23,F,Village,Silver Membership,2017-08-04,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,30.76,46961.49,682.84,Yes,No,Yes,Solved,Poor Customer Service,1
11,F,Town,Gold Membership,2015-09-09,Yes,CID16692,Credit/Debit Card Offers,?,Mobile_Data,14,284.17,39611.85,701.88,Yes,No,Yes,Solved,Too many ads,1
55,M,Town,Premium Membership,2016-05-20,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,10,373.89,31703.81,781.02,Yes,Yes,Yes,Unsolved,Products always in Stock,0
25,M,Town,Silver Membership,2017-09-13,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,12,1.19699642160762e+16,24062.78,1.03439312974813e+16,Yes,No,No,Not Applicable,Too many ads,1
49,M,City,No Membership,2017-11-24,Yes,CID14507,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,73.93,37436.76,3.23534317666964e+16,No,Yes,No,Not Applicable,Poor Product Quality,1
32,M,City,Silver Membership,2016-12-27,Yes,CID43808,Gift Vouchers/Coupons,Desktop,Mobile_Data,8,93.15,42653.66,664.36,No,Yes,Yes,No Information Available,Poor Product Quality,1
29,F,City,Gold Membership,2016-04-14,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,499.47,40582.4,624.1,Yes,No,Yes,Solved in Follow-up,Poor Website,1
50,M,Village,Silver Membership,2017-08-09,?,CID36511,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19,72.61,14345.69,751.57,No,Yes,Yes,Unsolved,Poor Customer Service,1
21,M,Village,Platinum Membership,2015-11-23,Yes,CID31316,Gift Vouchers/Coupons,?,Fiber_Optic,20,165.64,23942.07,773.76,No,Yes,Yes,No Information Available,Poor Customer Service,1
12,M,Town,Platinum Membership,2017-02-19,?,CID27160,Without Offers,Both,Wi-Fi,14,-2.44791668247013e+16,6451.41,803.68,Yes,Yes,Yes,Unsolved,User Friendly Website,0
54,F,City,Silver Membership,2016-02-15,Yes,CID59824,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,62.65,8992.2,676.5,No,Yes,No,Not Applicable,Poor Customer Service,1
42,F,Town,Silver Membership,2017-09-20,No,xxxxxxxx,Without Offers,Both,Mobile_Data,13,330.25,29208.4,686.71,No,Yes,No,Not Applicable,No reason specified,1
59,M,City,No Membership,2016-12-30,Yes,CID26398,Credit/Debit Card Offers,Desktop,Wi-Fi,16,73.47,13023.39,986096577395261.0,No,Yes,No,Not Applicable,No reason specified,1
56,M,Town,Basic Membership,2016-12-27,Yes,CID3337,Credit/Debit Card Offers,Smartphone,Wi-Fi,18,163.04,4424.42,696.38,Yes,No,Yes,Unsolved,Poor Website,1
43,M,Town,Basic Membership,2015-09-14,?,CID32689,Without Offers,?,Wi-Fi,22,401.84,48358.72,1.0625396719251e+16,Yes,Yes,No,Not Applicable,Poor Product Quality,1
57,M,Village,Silver Membership,2015-04-07,Yes,CID62496,Gift Vouchers/Coupons,Both,Wi-Fi,20,-2.09184575002038e+16,86358.56,779.08,Yes,No,No,Not Applicable,User Friendly Website,0
59,M,Town,Silver Membership,2016-03-07,Yes,CID44258,Without Offers,Desktop,Mobile_Data,22,47.73,12636.78,9753657146236990.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
37,F,City,Gold Membership,2017-01-20,Yes,CID56817,Without Offers,Smartphone,Wi-Fi,9,1.32518911313588e+16,5936.77,713.07,No,Yes,No,Not Applicable,Poor Product Quality,1
60,M,Town,Premium Membership,2015-09-19,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,11,375.61,38862.27,775.75,Yes,Yes,No,Not Applicable,Reasonable Price,0
37,M,City,Basic Membership,2015-01-06,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,-999,-5901475378385770.0,6455.14,530.29,Yes,No,No,Not Applicable,Too many ads,1
48,F,City,Basic Membership,2015-03-06,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,12,477.56,13930.29,597.83,No,Yes,No,Not Applicable,No reason specified,1
42,F,Town,Platinum Membership,2017-02-08,Yes,CID15994,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,271.3,47809.19,770.98,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
60,M,Village,Gold Membership,2016-09-22,Yes,CID48178,Without Offers,Both,Fiber_Optic,3,919.49,13976.02,708.41,Yes,No,No,Not Applicable,Poor Customer Service,1
36,M,City,No Membership,2016-10-15,Yes,CID8925,Without Offers,Desktop,Fiber_Optic,-999,59.17,19843.24,2388265368737800.0,Yes,No,No,Not Applicable,No reason specified,1
46,M,City,Basic Membership,2016-08-10,?,CID50559,Gift Vouchers/Coupons,Desktop,Wi-Fi,10,216.1,29042.35,666.3,Yes,No,Yes,Solved,No reason specified,1
20,F,Town,No Membership,2016-03-26,?,CID52039,Gift Vouchers/Coupons,?,Mobile_Data,5,110.86,37598.38,1077376450496290.0,Yes,No,No,Not Applicable,No reason specified,1
33,M,Town,No Membership,2017-02-20,?,CID4334,Without Offers,Both,Fiber_Optic,15,979.67,42928.59,505.13,Yes,No,No,Not Applicable,No reason specified,1
23,F,City,Gold Membership,2015-11-16,Yes,CID44313,Gift Vouchers/Coupons,Both,Mobile_Data,13,494.42,25692.01,1.27353182726687e+16,No,Yes,No,Not Applicable,Reasonable Price,0
58,M,Town,Platinum Membership,2016-10-13,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,15,322.77,17671.39,762.18,No,Yes,No,Not Applicable,Too many ads,1
52,F,City,Silver Membership,2016-07-24,Yes,CID6568,Credit/Debit Card Offers,Smartphone,Fiber_Optic,24,473.11,44902.16,709.63,Yes,Yes,Yes,No Information Available,Too many ads,1
45,M,City,Gold Membership,2015-02-10,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,6,33.7,47711.78,709.83,Yes,No,No,Not Applicable,Poor Product Quality,1
52,M,Town,Silver Membership,2016-06-07,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,12,62.12,45847.32,603.68,No,Yes,Yes,Solved,Poor Product Quality,1
21,M,City,Premium Membership,2016-08-03,Yes,CID54069,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20,561.55,27789.56,765.46,Yes,Yes,No,Not Applicable,Reasonable Price,0
21,M,Town,Gold Membership,2017-05-08,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24,166.89,35299.94,759.66,No,Yes,Yes,Solved,Poor Customer Service,1
42,M,Town,Basic Membership,2015-11-21,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,10,269.89,18136.47,717.27,No,Yes,No,Not Applicable,Too many ads,0
63,F,City,Platinum Membership,2015-12-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,105.2,36231.33,833.43,Yes,No,No,Not Applicable,Reasonable Price,0
52,M,Town,No Membership,2017-03-05,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,13,1.08339549890004e+16,24647.18,707.09,No,Yes,No,Not Applicable,No reason specified,1
56,F,Town,Platinum Membership,2016-03-22,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,7,318.51,90903.9,773.34,No,Yes,Yes,Solved,Products always in Stock,0
57,M,Village,No Membership,2015-01-08,No,xxxxxxxx,Without Offers,?,Wi-Fi,14,86.64,12507.88,663.86,No,Yes,Yes,No Information Available,Poor Customer Service,1
48,F,Town,Silver Membership,2017-08-24,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,105.06,19261.92,707.74,Yes,No,No,Not Applicable,Poor Website,1
18,M,Town,Basic Membership,2017-04-23,Yes,CID5365,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,44.8,2213.63,610.79,No,Yes,Yes,No Information Available,Poor Customer Service,1
47,F,Town,Platinum Membership,2015-02-20,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,25,30.46,42043.19,770.28,No,Yes,Yes,No Information Available,Too many ads,1
40,F,Village,Premium Membership,2015-06-12,Yes,CID15587,Credit/Debit Card Offers,Desktop,Wi-Fi,-999,195.09,16877.76,783.85,No,Yes,No,Not Applicable,User Friendly Website,0
19,F,City,Basic Membership,2017-02-17,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19,140.77,1736.06,508.11,No,Yes,Yes,No Information Available,Poor Website,1
10,F,Town,No Membership,2015-01-28,Yes,CID55597,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,46.63,6773.56,574.41,Yes,No,No,Not Applicable,Poor Product Quality,1
24,F,City,Basic Membership,2017-03-08,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,9,224.13,48162.9,662.35,Yes,No,Yes,Solved,Poor Website,1
55,M,City,Silver Membership,2016-03-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,61.57,46368.17,1.05522443361216e+16,Yes,No,Yes,Solved,Too many ads,1
53,F,City,Silver Membership,2017-05-19,?,CID28872,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,390.97,39172.36,754.74,No,Yes,Yes,Solved,Too many ads,1
32,F,Town,Silver Membership,2015-01-23,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,253.5,44363.9,724.7,Yes,No,Yes,Solved,No reason specified,1
34,F,Town,No Membership,2015-06-23,Yes,CID9231,Gift Vouchers/Coupons,?,Mobile_Data,2,32.27,19518.01,603.55,No,Yes,Yes,Unsolved,Poor Website,1
34,F,City,Platinum Membership,2017-10-12,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9,62.39,10720.79,751.07,Yes,No,Yes,No Information Available,Quality Customer Care,0
57,M,City,Gold Membership,2017-12-25,Yes,CID57045,Without Offers,Smartphone,Wi-Fi,-999,161.19,4815.09,607.66,No,Yes,No,Not Applicable,Poor Customer Service,1
15,M,Town,Gold Membership,2015-12-19,Yes,CID37664,Credit/Debit Card Offers,Both,Mobile_Data,20,521.84,62376.96,766.08,Yes,Yes,No,Not Applicable,Reasonable Price,0
53,F,Town,Gold Membership,2017-11-06,Yes,CID29938,Without Offers,Smartphone,Mobile_Data,6,141.09,13615.67,762.94,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
22,F,City,Basic Membership,2017-07-15,Yes,CID59207,Credit/Debit Card Offers,Desktop,Fiber_Optic,18,293.07,33019.4,675.72,Yes,No,No,Not Applicable,Too many ads,1
43,F,Town,Platinum Membership,2016-01-11,?,CID2056,Without Offers,Smartphone,Mobile_Data,17,31.7,46899.02,789.35,No,Yes,Yes,Unsolved,Poor Website,1
39,M,City,Platinum Membership,2015-02-19,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17,34.97,24806.88,1996614511551320.0,Yes,No,Yes,No Information Available,Poor Product Quality,1
14,F,City,Gold Membership,2015-04-30,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16,223.96,48721.72,645.61,Yes,Yes,Yes,Solved,Poor Website,1
17,F,Town,Platinum Membership,2017-10-19,Yes,CID46606,Without Offers,Desktop,Wi-Fi,10,250.77,23477.53,784.57,No,Yes,No,Not Applicable,Poor Website,1
59,M,City,Premium Membership,2015-10-08,?,CID32330,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,39.18,86596.84,1.02757705548994e+16,No,Yes,Yes,Unsolved,Quality Customer Care,0
10,F,Town,No Membership,2017-05-10,Yes,CID13478,Gift Vouchers/Coupons,Desktop,Mobile_Data,15,83.58,8241.55,645.22,No,Yes,Yes,No Information Available,Poor Customer Service,1
14,F,Town,Silver Membership,2015-06-18,?,CID25881,Credit/Debit Card Offers,Smartphone,Mobile_Data,21,33.71,28422.49,760.58,No,Yes,No,Not Applicable,Poor Website,1
55,M,Town,Gold Membership,2017-01-21,?,CID32393,Credit/Debit Card Offers,?,Wi-Fi,18,66.35,40357.99,1.00617926298069e+16,No,Yes,No,Not Applicable,Poor Customer Service,1
18,F,Town,Silver Membership,2015-02-04,Yes,CID23754,Without Offers,Smartphone,Wi-Fi,16,178.94,26852.76,1.13933883494754e+16,Yes,No,No,Not Applicable,No reason specified,1
13,F,City,Basic Membership,2017-01-17,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11,91.16,8658.2,515.09,Yes,No,No,Not Applicable,No reason specified,1
19,M,City,Silver Membership,2015-01-23,Yes,CID58219,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,30.07,7227.92,665.12,No,Yes,Yes,No Information Available,No reason specified,1
56,M,City,No Membership,2016-06-01,?,CID24051,Without Offers,Desktop,Fiber_Optic,19,282.58,39016.36,563.32,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
64,M,Town,No Membership,2017-03-28,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,3,358.62,16074.91,620.91,Yes,No,No,Not Applicable,Poor Customer Service,1
57,M,Town,Silver Membership,2015-12-17,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,10,268.46,8391.2,657.58,No,Yes,Yes,Unsolved,Poor Website,1
26,M,Village,No Membership,2017-07-04,Yes,CID55724,Gift Vouchers/Coupons,?,Fiber_Optic,9,256.59,26607.81,689.02,Yes,No,No,Not Applicable,Poor Product Quality,1
51,F,City,No Membership,2015-12-22,Yes,CID36884,Without Offers,Smartphone,Fiber_Optic,17,131.28,15225.49,615.36,Yes,No,No,Not Applicable,Poor Customer Service,1
12,M,Town,No Membership,2016-12-06,Yes,CID6771,Credit/Debit Card Offers,Smartphone,Mobile_Data,-999,93.94,40860.62,9464671067667180.0,No,Yes,Yes,Solved,No reason specified,0
18,M,City,Silver Membership,2017-11-30,?,CID44619,Credit/Debit Card Offers,Desktop,Wi-Fi,21,33.5,4711.49,763.53,No,Yes,Yes,Solved in Follow-up,Poor Website,0
15,F,Town,Platinum Membership,2017-01-09,Yes,CID61793,Gift Vouchers/Coupons,Both,Fiber_Optic,12,563.04,30960.33,756.15,Yes,No,No,Not Applicable,Poor Website,1
58,F,Town,Premium Membership,2016-05-24,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5,30.99,44719.38,330721625475592.0,No,Yes,No,Not Applicable,Poor Website,1
45,F,City,No Membership,2017-10-01,Yes,CID40755,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3,114.64,26081.4,678.06,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
54,M,Town,Basic Membership,2015-08-24,No,xxxxxxxx,Without Offers,?,Mobile_Data,-999,40.6,32561.08,647.4,No,Yes,No,Not Applicable,Poor Product Quality,1
22,M,City,No Membership,2017-03-17,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,6,299.71,14734.48,570.79,No,Yes,No,Not Applicable,Poor Customer Service,1
56,M,Town,Silver Membership,2016-03-01,Yes,CID20677,Without Offers,Smartphone,Mobile_Data,21,47.88,29823.39,760.43,No,Yes,No,Not Applicable,Poor Product Quality,1
33,M,Village,Basic Membership,2017-01-05,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,13,218.54,13989.39,1.05036900351412e+16,No,Yes,No,Not Applicable,Too many ads,1
40,F,City,Gold Membership,2017-05-26,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,-8736375710089910.0,46464.25,1.03171289866834e+16,No,Yes,Yes,Unsolved,Products always in Stock,0
17,M,Town,Silver Membership,2016-11-18,Yes,CID46508,Credit/Debit Card Offers,Desktop,Mobile_Data,15,258.8,21118.83,729.02,Yes,Yes,No,Not Applicable,Too many ads,1
61,F,Town,Silver Membership,2017-10-26,Yes,xxxxxxxx,Without Offers,?,Fiber_Optic,7,612.06,32975.84,658.75,Yes,Yes,Yes,No Information Available,Poor Product Quality,1
27,M,Village,Basic Membership,2015-07-24,?,CID37849,Without Offers,?,Wi-Fi,11,219.51,34713.41,674.38,Yes,No,No,Not Applicable,Too many ads,1
60,F,Town,Basic Membership,2015-02-23,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,13,148.44,31841.98,632.83,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
62,F,Town,Platinum Membership,2016-08-13,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11,216.68,9606.93,745.03,No,Yes,No,Not Applicable,Products always in Stock,0
46,M,Town,Gold Membership,2015-07-31,Yes,CID47693,Credit/Debit Card Offers,Desktop,Mobile_Data,15,31.42,42394.9,658.13,Yes,No,Yes,Unsolved,Too many ads,1
34,F,City,Gold Membership,2015-10-09,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6,1.07238648249217e+16,40540.73,675.5,Yes,No,Yes,No Information Available,No reason specified,1
34,F,Village,Basic Membership,2017-04-27,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,14,380.27,35432.75,611.77,Yes,Yes,No,Not Applicable,Poor Customer Service,1
